gene_name	seqname	start	end
VIM	chr10	17213241	17252593
ST8SIA6	chr10	17300421	17469595
HACD1	chr10	17574032	17632374
STAM	chr10	17629151	17731824
TMEM236	chr10	17737201	17815868
MRC1	chr10	17794348	17926164
SLC39A12	chr10	17936839	18058292
CACNB2	chr10	18125424	18558557
NSUN6	chr10	18530561	18674285
ARL5B	chr10	18644431	18696639
MALRD1	chr10	19033801	19805401
PLXDC2	chr10	19801239	20304856
NEBL	chr10	20764973	21308011
SKIDA1	chr10	21498475	21541368
MLLT10	chr10	21509646	21758630
DNAJC1	chr10	21741548	22018769
EBLN1	chr10	22193475	22233015
COMMD3	chr10	22301386	22335306
COMMD3-BMI1	chr10	22301388	22344542
BMI1	chr10	22306099	22346484
SPAG6	chr10	22330445	22469224
PIP4K2A	chr10	22519854	22729578
ARMC3	chr10	22913024	23053523
MSRB2	chr10	23080579	23137013
PTF1A	chr10	23177312	23209245
C10orf67	chr10	23187696	23359845
OTUD1	chr10	23424075	23457377
KIAA1217	chr10	23679746	24562848
ARHGAP21	chr10	24568609	24738887
PRTFDC1	chr10	24833614	24967606
ENKUR	chr10	24966979	25077279
THNSL1	chr10	25001612	25041664
GPR158	chr10	25159802	25617229
MYO3A	chr10	25919229	26227532
GAD2	chr10	26201665	26319558
APBB1IP	chr10	26423341	26582803
PDSS1	chr10	26682701	26761798
ABI1	chr10	26731593	26876087
ANKRD26	chr10	26958793	27115494
YME1L1	chr10	27095111	27170266
MASTL	chr10	27139824	27202953
ACBD5	chr10	27153135	27258046
PTCHD3	chr10	27382121	27429368
RAB18	chr10	27489174	27558207
MKX	chr10	27657874	27761060
ODAD2	chr10	27760186	28014079
MPP7	chr10	28035993	28349486
WAC	chr10	28517493	28638112
BAMBI	chr10	28662510	28697932
LYZL1	chr10	29274061	29333328
SVIL	chr10	29442338	29751959
JCAD	chr10	29997803	30130494
MTPAP	chr10	30294801	30389448
MAP3K8	chr10	30419021	30476833
LYZL2	chr10	30596779	30644762
ZNF438	chr10	30805207	31046937
ZEB1	chr10	31303495	31544814
ARHGAP12	chr10	31790398	31943876
KIF5B	chr10	31994015	32071425
EPC1	chr10	32252751	32393798
CCDC7	chr10	32431140	32897874
ITGB1	chr10	32872273	33020792
NRP1	chr10	33162492	33351262
PARD3	chr10	34094560	34830325
CUL2	chr10	34993504	35142006
CREM	chr10	35111791	35227958
CCNY	chr10	35232025	35587669
GJD4	chr10	35590341	35623935
FZD8	chr10	35623247	35657296
ANKRD30A	chr10	37110598	37247567
ZNF248	chr10	37761526	37873106
ZNF25	chr10	37934573	37991647
ZNF33A	chr10	37995650	38080088
ZNF37A	chr10	38079334	38165293
PLD5P1	chr10	38079368	38375098
ZNF33B	chr10	42559185	42653570
BMS1	chr10	42767795	42849937
RET	chr10	43062064	43145351
CSGALNACT2	chr10	43123445	43200302
RASGEF1A	chr10	43179535	43282065
FXYD4	chr10	43356636	43391335
HNRNPF	chr10	43370617	43424186
ZNF487	chr10	43421841	43498181
ZNF239	chr10	43541344	43589618
ZNF485	chr10	43591419	43632904
ZNF32	chr10	43628860	43663881
CXCL12	chr10	44355165	44401493
TMEM72	chr10	44896316	44952010
RASSF4	chr10	44944407	45010891
DEPP1	chr10	44955981	44993809
ZNF22	chr10	44985923	45020326
OR13A1	chr10	45287298	45330608
ALOX5	chr10	45359176	45461119
MARCHF8	chr10	45439585	45609906
ZFAND4	chr10	45600500	45687780
WASHC2C	chr10	45712200	45807964
AGAP4	chr10	45810594	45868875
TIMM23	chr10	45957489	46018742
NCOA4	chr10	45990088	46045623
MSMB	chr10	46018307	46063180
ANTXRL	chr10	46271345	46345207
ANXA8L1	chr10	46360627	46406784
NPY4R	chr10	46446099	46480958
GPRIN2	chr10	46526736	46571658
SYT15	chr10	46563217	46609173
PTPN20	chr10	46896396	47017488
GDF10	chr10	47285197	47328577
GDF2	chr10	47307454	47342588
RBP3	chr10	47333363	47372881
ZNF488	chr10	47350496	47399293
ANXA8	chr10	47445162	47499158
FAM25G	chr10	47472219	47506700
AGAP9	chr10	47486854	47538638
SYT15B	chr10	47729717	47778592
NPY4R2	chr10	47903662	47938524
FAM25C	chr10	47980322	48014791
FRMPD2	chr10	48138088	48289696
MAPK8	chr10	48291639	48454360
ARHGAP22	chr10	48431036	48671265
WDFY4	chr10	48669873	48997956
LRRC18	chr10	48894480	48954840
VSTM4	chr10	48999236	49130522
FAM170B	chr10	49116154	49149021
TMEM273	chr10	49139725	49203585
C10orf71	chr10	49284170	49342492
DRGX	chr10	49349066	49411089
ERCC6	chr10	49439168	49554538
CHAT	chr10	49594095	49682942
SLC18A3	chr10	49595310	49627720
C10orf53	chr10	49664651	49725261
OGDHL	chr10	49719641	49777379
PARG	chr10	49803279	49985203
TIMM23B	chr10	49927049	49989850
TIMM23B-AGAP6	chr10	49927056	50026654
AGAP6	chr10	49967190	50026654
WASHC2A	chr10	50052888	50148509
ASAH2	chr10	50167778	50294720
SGMS1	chr10	50290586	50640163
ASAH2B	chr10	50724318	50831495
A1CF	chr10	50784409	50900675
PRKG1	chr10	50975888	52313423
CSTF2T	chr10	51680486	51714595
DKK1	chr10	52299281	52333042
MBL2	chr10	52750380	52787784
PCDH15	chr10	53787771	55642942
ZWINT	chr10	56342227	56376273
IPMK	chr10	58176517	58282894
CISD1	chr10	58254162	58304586
UBE2D1	chr10	58319979	58385751
TFAM	chr10	58370345	58414220
BICC1	chr10	58497872	58846435
PHYHIPL	chr10	59161643	59262774
FAM13C	chr10	59231130	59378181
SLC16A9	chr10	59635764	59751002
MRLN	chr10	59721692	59771041
CCDC6	chr10	59773747	59921556
ANK3	chr10	60011298	60748490
CDK1	chr10	60763331	60809852
RHOBTB1	chr10	60854438	61016440
TMEM26	chr10	61391642	61468381
CABCOCO1	chr10	61647929	61781766
ARID5B	chr10	61886684	62111944
RTKN2	chr10	62168035	62283844
ZNF365	chr10	62359192	62495288
ENSG00000285837	chr10	62359192	62687011
ADO	chr10	62789720	62823479
EGR2	chr10	62796996	62834167
NRBF2	chr10	63118247	63170031
JMJD1C	chr10	63152221	63536850
REEP3	chr10	63506401	63640128
CTNNA3	chr10	65897457	67778637
LRRTM3	chr10	66911036	67116551
ENSG00000289325	chr10	66911308	66941346
DNAJC12	chr10	67781669	67853188
SIRT1	chr10	67869656	67933390
HERC4	chr10	67906899	68090301
MYPN	chr10	68072897	68227017
ATOH7	chr10	68215595	68247113
PBLD	chr10	68267660	68348049
HNRNPH3	chr10	68316174	68358193
RUFY2	chr10	68326107	68422294
DNA2	chr10	68399064	68487121
SLC25A16	chr10	68462998	68542523
TET1	chr10	68545337	68709487
CCAR1	chr10	68706012	68807377
STOX1	chr10	68812531	68910432
DDX50	chr10	68886286	68961847
DDX21	chr10	68941135	69000068
KIFBP	chr10	68973803	69058544
SRGN	chr10	69073103	69119805
VPS26A	chr10	69108512	69189412
SUPV3L1	chr10	69165234	69224099
HKDC1	chr10	69205332	69282552
HK1	chr10	69254984	69416884
TACR2	chr10	69388903	69431918
TSPAN15	chr10	69436465	69522666
NEUROG3	chr10	69556698	69588422
FAM241B	chr10	69615247	69648596
COL13A1	chr10	69786880	69979275
MACROH2A2	chr10	70037544	70127282
AIFM2	chr10	70083223	70147934
TYSND1	chr10	70122981	70161700
SAR1A	chr10	70132289	70185523
PPA1	chr10	70187835	70248911
NPFFR1	chr10	70232329	70299004
LRRC20	chr10	70283970	70397650
EIF4EBP2	chr10	70389145	70443618
NODAL	chr10	70416936	70462951
PALD1	chr10	70463767	70683754
PRF1	chr10	70582348	70617759
ADAMTS14	chr10	70657506	70777441
TBATA	chr10	70756238	70800401
SGPL1	chr10	70800905	70910816
PCBD1	chr10	70867280	70903565
UNC5B	chr10	71197570	71317864
SLC29A3	chr10	71304259	71396423
CDH23	chr10	71381920	71830947
C10orf105	chr10	71696701	71752824
VSIR	chr10	71732556	71788520
PSAP	chr10	71801298	71866251
CHST3	chr10	71949395	72028558
SPOCK2	chr10	72044034	72104032
ASCC1	chr10	72081032	72232134
ANAPC16	chr10	72201000	72250860
DDIT4	chr10	72258919	72291036
DNAJB12	chr10	72317830	72370149
MICU1	chr10	72352340	72641131
MCU	chr10	72677143	72902694
OIT3	chr10	72878584	72948036
PLA2G12B	chr10	72919762	72969806
P4HA1	chr10	72992217	73111974
NUDT13	chr10	73095375	73146828
ECD	chr10	73115155	73184055
FAM149B1	chr10	73153119	73259504
DNAJC9	chr10	73168362	73262255
MRPS16	chr10	73233843	73267693
CFAP70	chr10	73238762	73373864
ANXA7	chr10	73360101	73429076
MSS51	chr10	73408579	73448561
PPP3CB	chr10	73421433	73511024
USP54	chr10	73482538	73641117
MYOZ1	chr10	73616612	73656474
SYNPO2L	chr10	73629881	73678803
AGAP5	chr10	73659287	73713109
SEC24C	chr10	73729372	73787161
FUT11	chr10	73757276	73795251
CHCHD1	chr10	73767047	73798652
ZSWIM8	chr10	73770606	73816797
ENSG00000272916	chr10	73781514	73826651
NDST2	chr10	73786911	73826798
CAMK2G	chr10	73797501	73889591
PLAU	chr10	73894177	73932496
VCL	chr10	73980193	74136363
AP3M1	chr10	74105255	74165842
ADK	chr10	74136202	74724963
KAT6B	chr10	74809927	75047624
DUSP29	chr10	75022472	75088642
DUSP13	chr10	75079432	75124221
SAMD8	chr10	75084586	75197123
VDAC2	chr10	75195154	75246448
COMTD1	chr10	75218641	75251030
ZNF503	chr10	75382830	75416764
LRMDA	chr10	75416624	76575168
KCNMA1	chr10	76854601	77653369
DLG5	chr10	77775791	77941755
POLR3A	chr10	77938148	78044522
RPS24	chr10	78018760	78071813
ZMIZ1	chr10	79053966	79331519
PPIF	chr10	79332469	79370334
ZCCHC24	chr10	79367325	79460624
EIF5AL1	chr10	79497533	79531440
SFTPA2	chr10	79540852	79575407
SFTPA1	chr10	79595939	79630455
NUTM2B	chr10	79688227	79729681
NUTM2E	chr10	79811739	79865878
SFTPD	chr10	79922467	79997614
TMEM254	chr10	80063646	80107557
PLAC9	chr10	80116682	80160359
ANXA11	chr10	80135889	80220572
MAT1A	chr10	80256820	80304658
DYDC1	chr10	80321105	80371755
DYDC2	chr10	80329745	80383073
PRXL2A	chr10	80392829	80452115
TSPAN14	chr10	80439265	80548124
SH2D4B	chr10	80522902	80661560
NRG3	chr10	81860194	83002179
GHITM	chr10	84124482	84169841
GPR15LG	chr10	84158801	84200294
CDHR1	chr10	84179537	84234621
LRIT2	chr10	84205571	84240544
RGR	chr10	84215666	84274960
LRIT1	chr10	84216520	84256546
CCSER2	chr10	84313586	84533521
GRID1	chr10	85584552	86381795
WAPL	chr10	86420256	86536792
OPN4	chr10	86639518	86681460
ENSG00000289258	chr10	86639518	86715020
LDB3	chr10	86651785	86751072
BMPR1A	chr10	86741596	86947825
MMRN2	chr10	86920540	86984481
SNCG	chr10	86943599	86978258
ADIRF	chr10	86953432	86998934
FAM25A	chr10	87005294	87039730
GLUD1	chr10	87035202	87109843
SHLD2	chr10	87079161	87206465
NUTM2A	chr10	87210448	87251908
NUTM2D	chr10	87342720	87385695
MINPP1	chr10	87489875	87568461
PAPSS2	chr10	87644613	87762705
ATAD1	chr10	87736512	87856361
KLLN	chr10	87844158	87878533
PTEN	chr10	87847638	87986930
ENSG00000289051	chr10	87848559	87878654
RNLS	chr10	88258864	88599530
LIPJ	chr10	88571753	88621976
LIPF	chr10	88649441	88693814
LIPK	chr10	88691249	88767776
LIPN	chr10	88744982	88794626
LIPM	chr10	88787730	88835546
ANKRD22	chr10	88804896	88866844
STAMBPL1	chr10	88864734	88990153
ACTA2	chr10	88920074	89006339
FAS	chr10	88938813	89044605
CH25H	chr10	89190629	89222317
LIPA	chr10	89198569	89429557
IFIT2	chr10	89268694	89324271
IFIT3	chr10	89312307	89392473
IFIT1B	chr10	89363056	89400205
IFIT1	chr10	89377546	89421487
IFIT5	chr10	89399568	89436605
SLC16A12	chr10	89415299	89571641
PANK1	chr10	89564497	89660242
KIF20B	chr10	89686590	89789939
HTR7	chr10	90725823	90873039
RPP30	chr10	90856952	90923553
ANKRD1	chr10	90897096	90936087
PCGF5	chr10	91148012	91299337
HECTD2	chr10	91394280	91529829
PPP1R3C	chr10	91613442	91648071
TNKS2	chr10	91783426	91880475
FGFBP3	chr10	91891584	91924486
BTAF1	chr10	91908770	92046437
CPEB3	chr10	92031692	92306078
MARCHF5	chr10	92276167	92368964
IDE	chr10	92436684	92589096
KIF11	chr10	92559105	92670395
HHEX	chr10	92674955	92710647
EXOC6	chr10	92811831	93074493
CYP26C1	chr10	93045798	93084540
CYP26A1	chr10	93058475	93092885
MYOF	chr10	93291429	93497334
CEP55	chr10	93481612	93544092
FFAR4	chr10	93551665	93619480
RBP4	chr10	93576687	93616744
PDE6C	chr10	93597537	93681010
FRA10AC1	chr10	93652883	93717592
LGI1	chr10	93742840	93821272
SLC35G1	chr10	93878973	93971062
PLCE1	chr10	93978931	94347823
NOC3L	chr10	94318226	94377959
TBC1D12	chr10	94387541	94551332
HELLS	chr10	94530329	94628905
CYP2C18	chr10	94668729	94751190
ENSG00000276490	chr10	94673154	94868073
CYP2C19	chr10	94747681	94870547
CYP2C9	chr10	94923658	95005091
CYP2C8	chr10	95021772	95084497
ACSM6	chr10	95179200	95243929
PDLIM1	chr10	95222572	95306012
SORBS1	chr10	95296771	95576414
ALDH18A1	chr10	95590941	95671711
TCTN3	chr10	95644823	95709143
ENTPD1	chr10	95696779	95892266
ENSG00000270099	chr10	95845548	95939844
CC2D2B	chr10	95892603	96048745
CCNJ	chr10	96028394	96075870
ZNF518A	chr10	96114715	96220288
BLNK	chr10	96174171	96286587
DNTT	chr10	96289409	96353564
OPALIN	chr10	96328221	96374365
TLL2	chr10	96349608	96528926
TM9SF3	chr10	96503110	96602452
PIK3AP1	chr10	96578315	96735514
LCOR	chr10	96817254	97010956
SLIT1	chr10	96983038	97200959
ARHGAP19-SLIT1	chr10	97138045	97307637
ARHGAP19	chr10	97207173	97307673
FRAT1	chr10	97304271	97336915
FRAT2	chr10	97317497	97349729
RRP12	chr10	97341358	97441076
PGAM1	chr10	97411191	97448444
EXOSC1	chr10	97420909	97461017
ZDHHC16	chr10	97431170	97472370
MMS19	chr10	97443324	97513794
UBTD1	chr10	97483924	97586206
ANKRD2	chr10	97557499	97598884
HOGA1	chr10	97569323	97627802
ENSG00000249967	chr10	97569374	97688910
C10orf62	chr10	97574721	97605934
MORN4	chr10	97599553	97648500
PI4K2A	chr10	97625671	97691434
AVPI1	chr10	97662424	97702241
MARVELD1	chr10	97698173	97733150
ZFYVE27	chr10	97722121	97775907
SFRP5	chr10	97751751	97786999
GOLGA7B	chr10	97834843	97886580
CRTAC1	chr10	97850000	98045828
R3HCC1L	chr10	98119624	98259897
LOXL4	chr10	98232690	98283194
PYROXD2	chr10	98368565	98430182
HPS1	chr10	98395939	98461963
ENSG00000289758	chr10	98399002	98461920
HPSE2	chr10	98442077	99250862
CNNM1	chr10	99314356	99409330
GOT1	chr10	99381870	99445624
NKX2-3	chr10	99517942	99551524
SLC25A28	chr10	99595519	99637793
ENSG00000285932	chr10	99636595	99747112
ENTPD7	chr10	99644509	99726241
CUTC	chr10	99687558	99771134
COX15	chr10	99695868	99747127
ABCC2	chr10	99767640	99867594
DNMBP	chr10	99860577	100024947
CPN1	chr10	100027193	100096869
ERLIN1	chr10	100135094	100201033
CHUK	chr10	100173300	100244596
CWF19L1	chr10	100217298	100282680
BLOC1S2	chr10	100258280	100301680
PKD2L1	chr10	100273149	100345264
SCD	chr10	100332233	100379826
WNT8B	chr10	100448009	100498744
SEC31B	chr10	100471646	100534864
ENSG00000255339	chr10	100490628	100544881
NDUFB8	chr10	100508740	100545000
HIF1AN	chr10	100514072	100574998
PAX2	chr10	100720396	100844944
SLF2	chr10	100897963	100980134
MRPL43	chr10	100954458	101002515
SEMA4G	chr10	100954504	101000871
TWNK	chr10	100972367	101009403
LZTS2	chr10	100981618	101022836
PDZD7	chr10	100992679	101047295
SFXN3	chr10	101016234	101056241
KAZALD1	chr10	101046989	101083131
TLX1	chr10	101116300	101152789
LBX1	chr10	101211994	101244463
BTRC	chr10	101339033	101572321
DPCD	chr10	101555560	101624662
POLL	chr10	101563882	101603270
FBXW4	chr10	101595664	101710295
FGF8	chr10	101755109	101795371
NPM3	chr10	101766325	101798446
OGA	chr10	101769443	101833465
KCNIP2	chr10	101810974	101858920
ARMH3	chr10	101830599	102071193
HPS6	chr10	102050349	102083036
LDB1	chr10	102091489	102135368
PPRC1	chr10	102117994	102165333
NOLC1	chr10	102137176	102178871
ELOVL3	chr10	102211299	102244589
PITX3	chr10	102215189	102256512
GBF1	chr10	102230371	102397899
NFKB2	chr10	102379110	102417524
PSD	chr10	102387617	102436539
FBXL15	chr10	102404189	102438136
CUEDC2	chr10	102408245	102447584
C10orf95	chr10	102434837	102466543
MFSD13A	chr10	102446395	102492045
ACTR1A	chr10	102446881	102517712
SUFU	chr10	102488972	102648535
TRIM8	chr10	102627503	102673318
ARL3	chr10	102658731	102729397
SFXN2	chr10	102699538	102758492
WBP1L	chr10	102728948	102849516
CYP17A1	chr10	102815531	102852472
BORCS7	chr10	102839259	102879961
BORCS7-ASMT	chr10	102839272	102916899
AS3MT	chr10	102854470	102916899
CNNM2	chr10	102903294	103105222
NT5C2	chr10	103072185	103292605
RPEL1	chr10	103230887	103263016
INA	chr10	103262138	103305346
PCGF6	chr10	103287796	103366144
TAF5	chr10	103352966	103404065
ATP5MK	chr10	103374041	103411492
PDCD11	chr10	103381626	103461294
CALHM2	chr10	103431786	103467402
CALHM1	chr10	103438240	103473900
CALHM3	chr10	103457804	103494240
NEURL1	chr10	103478705	103607546
SH3PXD2A	chr10	103579027	103870584
STN1	chr10	103841806	103933332
SLK	chr10	103952140	104044233
COL17A1	chr10	104016286	104100880
SFR1	chr10	104107058	104141385
CFAP43	chr10	104114888	104247364
GSTO1	chr10	104220356	104282459
GSTO2	chr10	104253873	104319950
ITPRIP	chr10	104294698	104353465
CFAP58	chr10	104338833	104470102
SORCS3	chr10	104626290	105280242
SORCS1	chr10	106558663	107179706
XPNPEP1	chr10	109849766	109938553
ADD3	chr10	109981368	110150565
MXI1	chr10	110192605	110302365
SMNDC1	chr10	110275730	110319938
DUSP5	chr10	110482907	110526533
SMC3	chr10	110552684	110621048
RBM20	chr10	110629336	110854468
PDCD4	chr10	110856795	110915006
BBIP1	chr10	110883730	110934201
SHOC2	chr10	110904367	111032307
ADRA2A	chr10	111062029	111095907
GPAM	chr10	112134865	112230377
TECTB	chr10	112268400	112320038
ACSL5	chr10	112359116	112443379
ZDHHC6	chr10	112409428	112462572
VTI1A	chr10	112431998	112833744
TCF7L2	chr10	112935247	113182678
HABP2	chr10	113535837	113604602
NRAP	chr10	113573714	113679070
CASP7	chr10	113664162	113745907
PLEKHS1	chr10	113736262	113798429
DCLRE1A	chr10	113819725	113869383
NHLRC2	chr10	113839661	113932194
ADRB1	chr10	114028866	114061904
CCDC186	chr10	114105862	114189232
TDRD1	chr10	114164270	114247666
VWA2	chr10	114224254	114309489
AFAP1L2	chr10	114279824	114419756
ABLIM1	chr10	114416112	114783061
FHIP2A	chr10	114806744	114914832
TRUB1	chr10	114923195	114992676
ATRNL1	chr10	115078365	115963999
GFRA1	chr10	116041925	116291803
CCDC172	chr10	116309448	116395029
PNLIPRP3	chr10	116412847	116492957
PNLIP	chr10	116530931	116582855
PNLIPRP1	chr10	116575385	116624175
PNLIPRP2	chr10	116605953	116660143
C10orf82	chr10	116648696	116685264
HSPA12A	chr10	116656192	116865251
ENO4	chr10	116834499	116926788
SHTN1	chr10	116866477	117141586
VAX1	chr10	117113521	117153301
KCNK18	chr10	117182489	117225299
SLC18A2	chr10	117226093	117294430
PDZD8	chr10	117262274	117390440
EMX2	chr10	117527445	117564546
RAB11FIP2	chr10	117989916	118061941
FAM204A	chr10	118282925	118357328
PRLHR	chr10	118574997	118610648
CACUL1	chr10	118659167	118770249
NANOS1	chr10	119014714	119048730
EIF3A	chr10	119018670	119095817
DENND10	chr10	119089086	119152984
SFXN4	chr10	119125767	119180714
PRDX3	chr10	119152720	119193812
GRK5	chr10	119192571	119474745
RGS10	chr10	119484817	119557719
TIAL1	chr10	119556802	119612029
BAG3	chr10	119636380	119692819
INPP5F	chr10	119711042	119844147
MCMBP	chr10	119814404	119907556
SEC23IP	chr10	119877707	119959657
PLPP4	chr10	120442227	120607065
WDR11	chr10	120836305	120924524
FGFR2	chr10	121463332	121613458
ATE1	chr10	121694393	121943801
NSMCE4A	chr10	121942091	121990217
TACC2	chr10	121974163	122269545
BTBD16	chr10	122256296	122353159
PLEKHA1	chr10	122359696	122447354
ARMS2	chr10	122439653	122472352
HTRA1	chr10	122443551	122529907
DMBT1	chr10	122545665	122658736
SPADH	chr10	122657850	122694494
C10orf120	chr10	122682709	122714846
CUZD1	chr10	122817158	122861175
ENSG00000286088	chr10	122817167	122894583
FAM24B	chr10	122834078	122894641
FAM24A	chr10	122895610	122928111
C10orf88	chr10	122915901	122969311
PSTK	chr10	122939381	123012513
IKZF5	chr10	122975807	123023812
ACADSB	chr10	122993979	123073290
HMX3	chr10	123120970	123154423
HMX2	chr10	123133136	123165672
BUB3	chr10	123139402	123185467
GPR26	chr10	123651355	123712399
CPXM2	chr10	123691207	123955267
CHST15	chr10	123992668	124108598
OAT	chr10	124382303	124433976
NKX1-2	chr10	124430243	124465035
LHPP	chr10	124446823	124632888
ENSG00000258539	chr10	124602080	124806727
FAM53B	chr10	124604292	124759378
EEF1AKMT2	chr10	124733149	124806887
ABRAXAS2	chr10	124786819	124851667
ZRANB1	chr10	124927123	125003189
CTBP2	chr10	124969317	125176170
TEX36	chr10	125561522	125698163
EDRF1	chr10	125704515	125779143
MMP21	chr10	125738580	125790821
UROS	chr10	125769980	125838258
BCCIP	chr10	125808546	125868695
DHX32	chr10	125821337	125911436
FANK1	chr10	125881564	126024592
ADAM12	chr10	125997381	126403477
C10orf90	chr10	126409997	126813708
DOCK1	chr10	126890409	127467517
INSYN2A	chr10	127120426	127211591
NPS	chr10	127534309	127568540
FOXI2	chr10	127722185	127756183
CLRN3	chr10	127862841	127907941
PTPRE	chr10	127892103	128100855
MKI67	chr10	128081659	128141423
MGMT	chr10	129452190	129785983
EBF3	chr10	129820233	129988053
C10orf143	chr10	130005025	130125830
GLRX3	chr10	130121391	130199521
TCERG1L	chr10	131077391	131326721
PPP2R2D	chr10	131886008	131974834
BNIP3	chr10	131952684	131996967
JAKMIP3	chr10	132021336	132199858
DPYSL4	chr10	132171948	132220759
STK32C	chr10	132192492	132346847
LRRC27	chr10	132317154	132396508
PWWP2B	chr10	132382168	132432859
INPP5A	chr10	132522787	132798480
NKX6-2	chr10	132768179	132801147
CFAP46	chr10	132793392	132957823
ADGRA1	chr10	133072924	133146675
KNDC1	chr10	133145219	133241412
UTF1	chr10	133215217	133246558
VENTX	chr10	133222855	133256928
ADAM8	chr10	133247420	133291868
TUBGCP2	chr10	133263635	133333823
ZNF511	chr10	133293914	133328162
ZNF511-PRAP1	chr10	133294410	133367529
CALY	chr10	133309072	133351935
PRAP1	chr10	133332368	133367683
FUOM	chr10	133340158	133373025
ECHS1	chr10	133347485	133388354
PAOX	chr10	133364261	133406694
ENSG00000254536	chr10	133365017	133435271
MTG1	chr10	133379094	133437520
SPRN	chr10	133405666	133439625
SCART1	chr10	133438928	133538558
CYP2E1	chr10	133505406	133576220
SYCE1	chr10	133538901	133584835
FRG2B	chr10	133608895	133641795
BET1L	chr11	152784	222399
SCGB1C1	chr11	178078	209575
ODF3	chr11	181761	215261
RIC8A	chr11	192708	230113
SIRT3	chr11	200030	251931
PSMD13	chr11	221966	267984
NLRP6	chr11	263407	300388
PGGHG	chr11	274126	311107
IFITM5	chr11	283200	314526
IFITM2	chr11	288655	324397
ENSG00000288681	chr11	293408	330272
IFITM1	chr11	295041	330272
IFITM3	chr11	304676	344475
B4GALNT4	chr11	354499	397117
PKP3	chr11	377614	419908
SIGIRR	chr11	390716	432455
ANO9	chr11	402933	457011
PTDSS2	chr11	433268	506399
RNH1	chr11	479512	522300
HRAS	chr11	517242	552321
LRRC56	chr11	522527	569912
LMNTD2	chr11	539850	575738
RASSF7	chr11	545404	579025
PHRF1	chr11	561470	627222
IRF7	chr11	597553	630983
CDHR5	chr11	601577	641078
SCT	chr11	611309	642181
DRD4	chr11	622269	655706
DEAF1	chr11	629233	722118
EPS8L2	chr11	679438	742727
TMEM80	chr11	680591	720028
TALDO1	chr11	732415	780012
GATD1	chr11	752220	792488
CEND1	chr11	772115	805113
SLC25A22	chr11	775475	813281
PANO1	chr11	782511	814190
PIDD1	chr11	784179	824753
RPLP2	chr11	794965	827880
PNPLA2	chr11	803914	840573
CRACR2B	chr11	811144	846991
CD151	chr11	817887	854831
POLR2L	chr11	822356	857529
TSPAN4	chr11	827812	882116
CHID1	chr11	852859	930058
AP2A2	chr11	909881	1027245
MUC6	chr11	997823	1051718
MUC2	chr11	1059875	1125511
MUC5AC	chr11	1142953	1216138
MUC5B	chr11	1208066	1277172
TOLLIP	chr11	1259371	1324654
BRSK2	chr11	1374899	1477689
MOB2	chr11	1454457	1516247
DUSP8	chr11	1539051	1587271
KRTAP5-1	chr11	1569342	1600283
KRTAP5-2	chr11	1582177	1613294
KRTAP5-3	chr11	1592565	1623463
KRTAP5-4	chr11	1605958	1637138
KRTAP5-5	chr11	1614775	1645930
KRTAP5-6	chr11	1682195	1712755
IFITM10	chr11	1717406	1765595
ENSG00000250644	chr11	1719821	1778954
CTSD	chr11	1737752	1779573
SYT8	chr11	1813307	1852521
TNNI2	chr11	1823981	1856680
LSP1	chr11	1835904	1907267
PRR33	chr11	1873078	1906895
TNNT3	chr11	1904703	1953706
MRPL23	chr11	1932278	1999522
IGF2	chr11	2114112	2173391
ENSG00000284779	chr11	2116395	2164603
INS-IGF2	chr11	2117538	2176209
INS	chr11	2144779	2176221
TH	chr11	2148929	2186815
ASCL2	chr11	2253498	2285588
C11orf21	chr11	2280628	2318049
TSPAN32	chr11	2286997	2333204
CD81	chr11	2361177	2412802
TSSC4	chr11	2385488	2418878
TRPM5	chr11	2389515	2459514
KCNQ1	chr11	2429654	2864105
CDKN1C	chr11	2868213	2900775
SLC22A18	chr11	2884721	2940246
PHLDA2	chr11	2913273	2944420
NAP1L4	chr11	2929431	3007377
CARS1	chr11	2985922	3072613
OSBPL5	chr11	3072107	3181739
MRGPRG	chr11	3202944	3233813
MRGPRE	chr11	3210030	3247417
ZNF195	chr11	3324261	3394222
ART5	chr11	3623512	3657316
ART1	chr11	3630128	3679416
CHRNA10	chr11	3650587	3686384
NUP98	chr11	3656083	3812792
PGAP2	chr11	3782724	3841371
RHOG	chr11	3811978	3855959
STIM1	chr11	3839527	4108210
RRM1	chr11	4079707	4153932
SSU72L5	chr11	4218217	4249287
SSU72L2	chr11	4226641	4257706
SSU72L4	chr11	4272084	4303185
SSU72L3	chr11	4314790	4345864
SSU72L1	chr11	4323245	4354345
OR52B4	chr11	4352263	4383386
TRIM21	chr11	4369897	4408702
OR52K2	chr11	4434295	4465361
OR52K1	chr11	4467646	4508497
OR52M1	chr11	4530191	4561144
OR52I2	chr11	4566743	4608340
OR52I1	chr11	4579039	4610013
TRIM68	chr11	4583672	4623231
OR51D1	chr11	4622477	4658060
OR51E1	chr11	4628420	4670488
OR51E2	chr11	4665171	4712854
OR51C1P	chr11	4675423	4712853
MMP26	chr11	4689784	5007431
OR51F1	chr11	4753979	4784938
OR52R1	chr11	4788433	4819380
OR51F2	chr11	4806321	4837456
OR51S1	chr11	4833237	4864208
OR51T1	chr11	4866819	4897883
OR51A7	chr11	4888783	4924462
OR51G2	chr11	4897588	4934350
OR51G1	chr11	4908374	4939339
OR51A4	chr11	4927831	4962605
