gene_name	seqname	start	end	toy
NECAB1	chr8	90791741	90959393	0
C8orf88	chr8	90958471	90985238	0
PIP4P2	chr8	90993802	91040872	0
OTUD6B	chr8	91070196	91087095	0
LRRC69	chr8	91101832	91219257	0
SLC26A7	chr8	91209494	91398155	0
RUNX1T1	chr8	91954972	92103286	0
TRIQK	chr8	92883532	93017673	0
CIBAR1	chr8	93698561	93731527	0
RBM12B	chr8	93728155	93741017	0
TMEM67	chr8	93754844	93819234	0
PDP1	chr8	93857807	93926068	0
CDH17	chr8	94127162	94217303	0
GEM	chr8	94249253	94262350	0
RAD54B	chr8	94371960	94475115	0
FSBP	chr8	94378377	94436952	0
VIRMA	chr8	94487689	94553529	0
ESRP1	chr8	94641074	94707466	0
DPY19L4	chr8	94719703	94793836	0
INTS8	chr8	94813311	94881746	0
CCNE2	chr8	94879770	94896678	0
NDUFAF6	chr8	94895533	95116455	0
TP53INP1	chr8	94925972	94949378	0
PLEKHF2	chr8	95115642	95156698	0
CFAP418	chr8	95244913	95269201	0
GDF6	chr8	96142333	96160806	0
UQCRB	chr8	96222947	96235546	0
MTERF3	chr8	96239398	96261610	0
PTDSS1	chr8	96261902	96336995	0
SDC2	chr8	96493813	96611790	0
CPQ	chr8	96645242	97149654	0
TSPYL5	chr8	97273488	97277928	0
MTDH	chr8	97644184	97730260	0
LAPTM4B	chr8	97775057	97853013	0
MATN2	chr8	97868840	98036724	0
RPL30	chr8	98024851	98046469	0
ERICH5	chr8	98064522	98093610	0
RIDA	chr8	98102344	98117171	0
POP1	chr8	98117293	98159835	0
NIPAL2	chr8	98189826	98294393	0
STK3	chr8	98371228	98942827	0
KCNS2	chr8	98426958	98432853	0
OSR2	chr8	98944403	98952104	0
VPS13B	chr8	99013266	99877580	0
COX6C	chr8	99873200	99893707	0
RGS22	chr8	99960936	100131268	0
FBXO43	chr8	100133351	100145817	0
POLR2K	chr8	100150623	100154003	0
SPAG1	chr8	100157906	100259278	0
RNF19A	chr8	100257060	100336218	0
ANKRD46	chr8	100509752	100559784	0
SNX31	chr8	100572889	100663415	0
PABPC1	chr8	100685816	100722809	2
YWHAZ	chr8	100916523	100953388	0
ZNF706	chr8	101177878	101206193	0
GRHL2	chr8	101492439	101669726	0
NCALD	chr8	101686542	102124907	0
RRM2B	chr8	102204502	102238961	0
UBR5	chr8	102252273	102412759	0
ODF1	chr8	102551589	102561018	0
KLF10	chr8	102648784	102655725	0
AZIN1	chr8	102826111	102893864	0
ENSG00000289653	chr8	102858046	102863860	0
ATP6V1C1	chr8	103021063	103073051	0
BAALC	chr8	103140713	103230305	0
FZD6	chr8	103298433	103332866	0
CTHRC1	chr8	103371538	103382989	0
SLC25A32	chr8	103398635	103415189	0
ENSG00000285982	chr8	103398658	103501895	0
DCAF13	chr8	103414714	103443453	0
RIMS2	chr8	103500610	104254430	0
DPYS	chr8	104330324	104467055	0
DCSTAMP	chr8	104339087	104356689	0
LRP12	chr8	104489231	104589258	0
ZFPM2	chr8	104590733	105804539	0
OXR1	chr8	106270144	106752694	0
ABRA	chr8	106759483	106770244	0
ANGPT1	chr8	107249482	107498055	0
RSPO2	chr8	107899316	108083642	0
EIF3E	chr8	108162787	108443496	0
EMC2	chr8	108443601	108489196	0
TMEM74	chr8	108606850	108787594	0
TRHR	chr8	109086585	109121565	0
NUDCD1	chr8	109240919	109334121	0
ENY2	chr8	109334324	109345954	0
PKHD1L1	chr8	109362461	109537207	0
EBAG9	chr8	109539711	109570072	0
ENSG00000289767	chr8	109539726	109539800	0
SYBU	chr8	109573978	109691791	0
KCNV1	chr8	109963636	109975771	0
CSMD3	chr8	112222928	113436939	0
TRPS1	chr8	115408496	115809673	0
EIF3H	chr8	116642130	116766925	0
UTP23	chr8	116766505	116849463	0
RAD21	chr8	116845934	116874776	0
AARD	chr8	116938207	116944487	0
SLC30A8	chr8	116950273	117176714	0
MED30	chr8	117520713	117540262	0
EXT1	chr8	117794490	118111826	0
SAMD12	chr8	118189455	118622112	0
TNFRSF11B	chr8	118923557	118951885	0
COLEC10	chr8	118995452	119108455	0
MAL2	chr8	119165034	119245673	0
CCN3	chr8	119416446	119424434	0
ENPP2	chr8	119557086	119673453	0
TAF2	chr8	119730774	119832863	0
DSCC1	chr8	119833976	119855894	0
DEPTOR	chr8	119873717	120050918	0
COL14A1	chr8	120059780	120373573	0
MRPL13	chr8	120380761	120445402	0
MTBP	chr8	120445400	120542133	0
SNTB1	chr8	120535745	120813273	0
HAS2	chr8	121612116	121641440	0
ZHX2	chr8	122781655	122974510	0
DERL1	chr8	123013170	123042302	0
TBC1D31	chr8	123041968	123152153	0
FAM83A	chr8	123178960	123210079	0
C8orf76	chr8	123219967	123241377	0
ZHX1-C8orf76	chr8	123226189	123274284	0
ZHX1	chr8	123248451	123275541	0
ATAD2	chr8	123319850	123416350	0
NTAQ1	chr8	123416726	123470028	0
FBXO32	chr8	123497889	123541206	0
KLHL38	chr8	123644442	123653801	0
ANXA13	chr8	123680794	123737402	0
FAM91A1	chr8	123768439	123815452	0
FER1L6	chr8	123851987	124120061	0
TMEM65	chr8	124306189	124372701	0
TRMT12	chr8	124450820	124462150	0
RNF139	chr8	124474880	124488618	0
TATDN1	chr8	124488485	124539458	0
NDUFB9	chr8	124539101	124580648	0
MTSS1	chr8	124550784	124728473	0
ZNF572	chr8	124973295	124979389	0
SQLE	chr8	124998497	125022283	0
WASHC5	chr8	125024260	125091819	0
NSMCE2	chr8	125091679	125367120	0
TRIB1	chr8	125430358	125438403	0
LRATD2	chr8	126552443	126558478	0
POU5F1B	chr8	127322183	127420066	0
MYC	chr8	127735434	127742951	0
GSDMC	chr8	129748196	129786624	0
CYRIB	chr8	129839593	130017504	0
ASAP1	chr8	130052104	130443674	0
ADCY8	chr8	130780301	131040909	0
EFR3A	chr8	131904093	132013642	0
OC90	chr8	132024216	132059382	0
ENSG00000258417	chr8	132024238	132085655	0
HHLA1	chr8	132061480	132111159	0
KCNQ3	chr8	132120861	132481095	0
DNAAF11	chr8	132570416	132675592	0
TMEM71	chr8	132685007	132760712	0
PHF20L1	chr8	132775358	132848807	0
TG	chr8	132866958	133134903	0
SLA	chr8	133036728	133102912	0
CCN4	chr8	133191039	133231690	0
NDRG1	chr8	133237175	133302022	0
ST3GAL1	chr8	133454848	133571926	0
ZFAT	chr8	134477788	134713049	0
KHDRBS3	chr8	135457456	135656722	0
FAM135B	chr8	138130023	138497261	0
COL22A1	chr8	138588235	138914041	0
KCNK9	chr8	139600838	139704109	0
TRAPPC9	chr8	139727725	140458579	1
CHRAC1	chr8	140511311	140517154	0
AGO2	chr8	140520156	140635633	0
PTK2	chr8	140657900	141002216	0
DENND3	chr8	141117278	141195808	0
SLC45A4	chr8	141207166	141308305	0
GPR20	chr8	141356470	141367286	2
PTP4A3	chr8	141391995	141432454	0
MROH5	chr8	141433829	141507230	0
C8orf90	chr8	141514638	141518737	0
TSNARE1	chr8	142212080	142403182	0
ADGRB1	chr8	142449430	142545009	0
ARC	chr8	142611049	142614479	0
JRK	chr8	142657460	142681968	0
PSCA	chr8	142670308	142682725	0
LY6K	chr8	142700111	142705127	0
THEM6	chr8	142727223	142736927	0
SLURP1	chr8	142740949	142742406	0
LYPD2	chr8	142750150	142752532	0
LYNX1-SLURP2	chr8	142764334	142778224	0
SLURP2	chr8	142764338	142769828	0
LYNX1	chr8	142771197	142777810	0
LY6D	chr8	142784882	142786539	0
GML	chr8	142834247	142916506	0
CYP11B1	chr8	142872356	142879846	0
CYP11B2	chr8	142910559	142917843	0
LY6E	chr8	143017982	143023832	0
LY6S	chr8	143041844	143045678	0
LY6L	chr8	143080630	143083486	0
LY6H	chr8	143157914	143160711	0
GPIHBP1	chr8	143213218	143217170	0
ZFP41	chr8	143246821	143262705	0
ENSG00000264668	chr8	143247110	143276403	0
GLI4	chr8	143267433	143276931	0
ZNF696	chr8	143289676	143299952	0
TOP1MT	chr8	143304384	143359979	0
RHPN1	chr8	143368876	143384221	0
MAFA	chr8	143419182	143430732	0
ZC3H3	chr8	143437659	143541447	0
GSDMD	chr8	143553207	143563062	2
MROH6	chr8	143566192	143572772	0
NAPRT	chr8	143574785	143578649	0
EEF1D	chr8	143579697	143599541	0
TIGD5	chr8	143597831	143603224	0
PYCR3	chr8	143603210	143609773	0
GFUS	chr8	143612618	143618048	0
ZNF623	chr8	143636019	143656418	0
ZNF707	chr8	143684452	143713898	2
CCDC166	chr8	143706694	143708109	0
MAPK15	chr8	143716340	143722458	2
FAM83H	chr8	143723933	143738234	2
IQANK1	chr8	143734139	143790645	0
SCRIB	chr8	143790920	143815773	0
PUF60	chr8	143816344	143830709	0
NRBP2	chr8	143833583	143840973	0
EPPK1	chr8	143857324	143878467	0
PLEC	chr8	143915153	143976734	0
PARP10	chr8	143977153	144012772	0
GRINA	chr8	143990056	143993415	0
SPATC1	chr8	144012280	144047114	0
OPLAH	chr8	144051266	144063965	0
ENSG00000290230	chr8	144078642	144084330	0
EXOSC4	chr8	144078648	144080648	0
GPAA1	chr8	144082337	144093149	0
CYC1	chr8	144095039	144097525	0
SHARPIN	chr8	144098633	144108124	0
MAF1	chr8	144104461	144107611	0
WDR97	chr8	144107726	144118328	0
HGH1	chr8	144137774	144140851	0
MROH1	chr8	144148016	144261927	2
BOP1	chr8	144262045	144291438	0
SCX	chr8	144266453	144268481	0
HSF1	chr8	144291591	144314720	0
DGAT1	chr8	144314584	144326910	0
SCRT1	chr8	144330565	144336482	0
SLC52A2	chr8	144333957	144361286	0
TMEM249	chr8	144352219	144354954	0
ENSG00000271698	chr8	144353228	144355609	0
FBXL6	chr8	144355431	144359376	0
ADCK5	chr8	144373101	144393242	0
CPSF1	chr8	144393229	144409335	0
SLC39A4	chr8	144409742	144416844	0
VPS28	chr8	144423601	144428563	0
TONSL	chr8	144428775	144444440	0
ZFTRAF1	chr8	144449582	144462871	0
ENSG00000291316	chr8	144449582	144465430	0
TMEM276	chr8	144463817	144465667	0
KIFC2	chr8	144466043	144474202	0
FOXH1	chr8	144473412	144475849	0
PPP1R16A	chr8	144477969	144502121	0
GPT	chr8	144502973	144507174	0
MFSD3	chr8	144509070	144511213	0
RECQL4	chr8	144511288	144517845	0
LRRC14	chr8	144517992	144525172	0
LRRC24	chr8	144522388	144527033	0
C8orf82	chr8	144525733	144529132	0
ARHGAP39	chr8	144529179	144685846	0
ZNF251	chr8	144720907	144756417	0
ZNF34	chr8	144772224	144787345	0
RPL8	chr8	144789765	144792587	0
ZNF517	chr8	144798876	144811169	0
ZNF7	chr8	144827518	144847509	0
COMMD5	chr8	144841042	144853736	0
ZNF250	chr8	144876497	144902168	0
ZNF16	chr8	144930358	144950888	0
C8orf33	chr8	145052465	145066685	0
WASHC1	chr9	14475	73865	0
FOXD4	chr9	116231	118417	0
ZNG1A	chr9	120837	179147	0
DOCK8	chr9	214854	465259	0
KANK1	chr9	470291	746105	0
DMRT1	chr9	841690	969090	0
DMRT3	chr9	976655	991732	0
DMRT2	chr9	1049858	1057552	0
SMARCA2	chr9	1980290	2193624	1
VLDLR	chr9	2621182	2660056	0
KCNV2	chr9	2717510	2730037	0
PUM3	chr9	2720469	2844095	0
RFX3	chr9	3218297	3526004	0
GLIS3	chr9	3824127	4348392	0
SLC1A1	chr9	4490468	4587469	0
SPATA6L	chr9	4553386	4666674	0
PLPP6	chr9	4662294	4665258	0
CDC37L1	chr9	4679559	4708399	0
AK3	chr9	4709556	4742043	0
RCL1	chr9	4792944	4885917	0
JAK2	chr9	4984390	5129948	0
INSL6	chr9	5123880	5185647	0
INSL4	chr9	5231419	5235304	0
RLN2	chr9	5299864	5304716	0
RLN1	chr9	5334930	5339876	0
PLGRKT	chr9	5357971	5437925	0
CD274	chr9	5450503	5470566	0
PDCD1LG2	chr9	5510531	5571282	0
RIC1	chr9	5629025	5776557	0
ERMP1	chr9	5749832	5879537	0
KIAA2026	chr9	5881596	6008482	0
MLANA	chr9	5890889	5910606	0
RANBP6	chr9	6011025	6015625	0
IL33	chr9	6215786	6257983	0
TPD52L3	chr9	6328375	6331891	0
UHRF2	chr9	6413151	6507054	0
GLDC	chr9	6532467	6645729	0
KDM4C	chr9	6720863	7175648	0
DMAC1	chr9	7796500	7888380	0
PTPRD	chr9	8314246	10613002	0
TYRP1	chr9	12685439	12710285	0
LURAP1L	chr9	12775020	12823060	0
MPDZ	chr9	13105706	13279692	0
NFIB	chr9	14081843	14398983	0
ZDHHC21	chr9	14611071	14693432	0
CER1	chr9	14719724	14722733	0
FREM1	chr9	14737152	14910995	0
TTC39B	chr9	15163622	15307360	0
SNAPC3	chr9	15422734	15465953	0
PSIP1	chr9	15464066	15510995	0
CCDC171	chr9	15553043	16061663	0
BNC2	chr9	16409503	16870843	0
CNTLN	chr9	17134982	17503923	0
SH3GL2	chr9	17579066	17797124	0
ADAMTSL1	chr9	17906563	18910950	1
SAXO1	chr9	18858906	19049358	0
RRAGA	chr9	19049427	19051025	0
HAUS6	chr9	19053141	19102904	0
PLIN2	chr9	19108375	19149290	0
DENND4C	chr9	19230435	19374281	0
RPS6	chr9	19375715	19380236	0
ACER2	chr9	19409009	19452505	0
SLC24A2	chr9	19507452	19789037	0
MLLT3	chr9	20341669	20622499	0
FOCAD	chr9	20658309	20995955	0
HACD4	chr9	20999509	21031640	0
IFNB1	chr9	21077104	21077942	0
IFNW1	chr9	21140632	21141832	0
IFNA21	chr9	21165637	21166660	0
IFNA4	chr9	21186618	21187587	0
IFNA7	chr9	21201469	21202205	0
IFNA10	chr9	21206181	21207143	0
IFNA16	chr9	21216373	21217311	0
IFNA17	chr9	21227243	21228222	0
IFNA14	chr9	21239002	21240005	0
IFNA5	chr9	21304326	21305313	0
KLHL9	chr9	21329665	21335404	0
IFNA6	chr9	21350253	21350956	0
IFNA13	chr9	21367372	21368057	0
IFNA2	chr9	21384255	21385398	0
IFNA8	chr9	21409117	21410185	0
IFNA1	chr9	21440439	21441316	0
IFNE	chr9	21480839	21482313	0
MTAP	chr9	21802636	21937651	0
CDKN2A	chr9	21967752	21995301	0
CDKN2B	chr9	22002903	22009305	0
DMRTA1	chr9	22446824	22455740	0
ELAVL2	chr9	23690104	23826337	0
IZUMO3	chr9	24542952	24545946	0
TUSC1	chr9	25676969	25678444	0
CAAP1	chr9	26840685	26892803	0
PLAA	chr9	26903372	26947242	0
IFT74	chr9	26947039	27066134	0
LRRC19	chr9	26993136	27005672	0
TEK	chr9	27109141	27230174	0
EQTN	chr9	27284654	27297150	0
MOB3B	chr9	27325209	27529814	0
IFNK	chr9	27524290	27526498	0
C9orf72	chr9	27535640	27573866	0
LINGO2	chr9	27937617	29213601	2
ACO1	chr9	32384603	32454769	0
RIGI	chr9	32455302	32526208	0
ENSG00000288684	chr9	32455323	32552603	0
TOPORS	chr9	32540544	32552586	0
SMIM27	chr9	32551144	32568621	0
NDUFB6	chr9	32553001	32573184	0
TAF1L	chr9	32629454	32635669	0
TMEM215	chr9	32783540	32789201	0
APTX	chr9	32886601	33025130	0
DNAJA1	chr9	33025273	33039907	0
SMU1	chr9	33041765	33076674	0
B4GALT1	chr9	33104082	33167356	0
SPINK4	chr9	33218365	33248567	0
BAG1	chr9	33247820	33264720	0
CHMP5	chr9	33264879	33282070	0
NFX1	chr9	33290512	33371157	0
AQP7	chr9	33383179	33402682	0
AQP3	chr9	33441156	33447596	0
NOL6	chr9	33461353	33473930	0
ANKRD18B	chr9	33524251	33608848	0
PRSS3	chr9	33750679	33799231	0
UBE2R2	chr9	33817160	33920399	0
UBAP2	chr9	33921693	34049388	0
DCAF12	chr9	34086387	34127399	0
UBAP1	chr9	34179005	34252523	0
KIF24	chr9	34252380	34329268	0
NUDT2	chr9	34329506	34343711	0
MYORG	chr9	34366666	34376898	0
C9orf24	chr9	34379019	34397828	0
FAM219A	chr9	34398184	34458570	0
DNAI1	chr9	34457414	34520988	0
ENHO	chr9	34521043	34522990	0
CNTFR	chr9	34551432	34590140	0
RPP25L	chr9	34610486	34612104	0
DCTN3	chr9	34613545	34620523	0
ARID3C	chr9	34621049	34629066	0
SIGMAR1	chr9	34634722	34637844	0
GALT	chr9	34638133	34651035	0
ENSG00000258728	chr9	34646631	34661886	0
IL11RA	chr9	34652162	34661902	0
CCL27	chr9	34661880	34664048	0
ENSG00000187186	chr9	34664163	34666112	0
CCL19	chr9	34689570	34691276	0
CCL21	chr9	34709005	34710136	0
FAM205A	chr9	34723053	34729488	0
FAM205C	chr9	34889066	34895764	0
PHF24	chr9	34957608	34982544	0
DNAJB5	chr9	34989641	34998900	2
C9orf131	chr9	35041095	35045986	0
VCP	chr9	35053928	35072668	0
ENSG00000288699	chr9	35065339	35074175	0
FANCG	chr9	35073835	35080004	0
PIGO	chr9	35087237	35096619	0
STOML2	chr9	35099776	35103195	0
ATOSB	chr9	35104112	35116341	0
UNC13B	chr9	35161992	35405338	0
RUSC2	chr9	35490111	35561898	0
FAM166B	chr9	35561831	35563899	0
TESK1	chr9	35605262	35610041	0
CD72	chr9	35609982	35646810	0
SIT1	chr9	35649295	35650931	0
CCDC107	chr9	35658290	35661511	0
ARHGEF39	chr9	35658875	35675866	0
CA9	chr9	35673928	35681159	0
TPM2	chr9	35681992	35690056	0
TLN1	chr9	35696948	35732195	0
CREB3	chr9	35732598	35736999	0
GBA2	chr9	35736866	35749228	0
RGP1	chr9	35749287	35758585	0
MSMP	chr9	35752990	35756613	0
NPR2	chr9	35791003	35809732	0
SPAG8	chr9	35808045	35812272	0
HINT2	chr9	35812960	35815354	0
ENSG00000285645	chr9	35812960	35828732	0
TMEM8B	chr9	35814451	35865518	0
FAM221B	chr9	35816391	35828747	0
OR13J1	chr9	35869463	35870401	0
HRCT1	chr9	35906202	35907136	0
SPAAR	chr9	35909490	35937153	0
OR2S2	chr9	35957108	35958154	0
OR13C7	chr9	36002909	36003867	0
RECK	chr9	36036913	36124455	0
GLIPR2	chr9	36136536	36163913	0
CCIN	chr9	36169388	36171334	0
CLTA	chr9	36190856	36304781	0
GNE	chr9	36214441	36277042	0
RNF38	chr9	36336396	36487548	2
MELK	chr9	36572862	36677683	0
PAX5	chr9	36833269	37034268	0
ZCCHC7	chr9	37120574	37358149	0
GRHPR	chr9	37422666	37436990	0
ZBTB5	chr9	37438102	37465450	0
POLR1E	chr9	37485948	37503697	0
FBXO10	chr9	37510892	37576380	0
ENSG00000256966	chr9	37512547	37592469	0
TOMM5	chr9	37582646	37592604	0
ENSG00000255872	chr9	37588413	38068687	0
FRMPD1	chr9	37650954	37746904	0
TRMT10B	chr9	37753803	37778972	0
EXOSC3	chr9	37759234	37832117	0
DCAF10	chr9	37800554	37867666	0
SLC25A51	chr9	37879400	37904353	0
SHB	chr9	37915898	38069227	0
ALDH1B1	chr9	38392702	38398661	0
IGFBPL1	chr9	38406528	38424454	0
ANKRD18A	chr9	38540567	38620596	0
FAM240B	chr9	38694266	38720133	0
CNTNAP3	chr9	39064710	39288315	1
SPATA31A1	chr9	39355669	39361962	0
ENSG00000283886	chr9	39816599	39874562	0
FOXD4L6	chr9	41126435	41128681	0
ZNG1F	chr9	41131306	41199261	0
CNTNAP3B	chr9	41890314	42129510	0
SPATA31A6	chr9	42183659	42189887	0
SPATA31A5	chr9	60914407	60920653	1
SPATA31A7	chr9	61190036	61196280	0
CNTNAP3C	chr9	61330717	61453030	0
FOXD4L5	chr9	65282101	65285209	0
ZNG1E	chr9	65668805	65734041	0
FOXD4L4	chr9	65737146	65738396	0
ZNF658	chr9	66856426	66932141	0
SPATA31A3	chr9	66986304	66992550	0
ANKRD20A1	chr9	67832765	67920552	0
ZNG1C	chr9	68232003	68300035	0
FOXD4L3	chr9	68302867	68305084	0
PGM5	chr9	68328308	68531061	0
TMEM252	chr9	68536580	68540883	0
PIP5K1B	chr9	68705240	69009176	0
PABIR1	chr9	68780065	68785566	0
PRKACG	chr9	69012504	69014113	0
ENSG00000285130	chr9	69035747	69255187	2
FXN	chr9	69035751	69079076	0
TJP2	chr9	69121264	69274615	2
ENTREP1	chr9	69324567	69392558	0
APBA1	chr9	69427532	69672371	0
PTAR1	chr9	69709522	69760011	0
CFAP95	chr9	69820817	69906227	0
MAMDC2	chr9	70043848	70226972	0
SMC5	chr9	70258978	70354873	0
KLF9	chr9	70384604	70414657	1
TRPM3	chr9	70529060	71446904	0
CEMIP2	chr9	71683366	71816690	0
ABHD17B	chr9	71862452	71911193	0
C9orf85	chr9	71911510	71986054	0
C9orf57	chr9	72051376	72072721	0
GDA	chr9	72114595	72257193	0
ZFAND5	chr9	72351413	72365235	0
TMC1	chr9	72521608	72838297	0
ALDH1A1	chr9	72900671	73080442	0
ANXA1	chr9	73151865	73170393	0
RORB	chr9	74497335	74693177	0
TRPM6	chr9	74722495	74888094	0
C9orf40	chr9	74946583	74952912	0
CARNMT1	chr9	74980790	75028423	0
NMRK1	chr9	75060573	75088217	0
OSTF1	chr9	75088514	75147265	0
PCSK5	chr9	75890644	76362975	0
RFK	chr9	76385526	76394517	0
GCNT1	chr9	76419850	76651203	0
PRUNE2	chr9	76611376	76906114	0
FOXB2	chr9	77019655	77020953	0
VPS13A	chr9	77177445	77421537	0
GNA14	chr9	77423079	77648322	1
GNAQ	chr9	77716097	78031811	0
CEP78	chr9	78236062	78279690	0
PSAT1	chr9	78297125	78330093	0
TLE4	chr9	79571773	79726882	0
TLE1	chr9	81583683	81689547	0
SPATA31D4	chr9	81928428	81934998	0
SPATA31D3	chr9	81943500	81950093	0
SPATA31D1	chr9	81988772	81995253	0
RASEF	chr9	82979590	83063177	0
FRMD3	chr9	83242990	83538546	0
IDNK	chr9	83623049	83644130	0
UBQLN1	chr9	83659968	83707958	0
GKAP1	chr9	83739425	83829516	0
KIF27	chr9	83834099	83921465	0
C9orf64	chr9	83938311	83956986	0
HNRNPK	chr9	83968083	83980631	0
RMI1	chr9	83980798	84004074	0
SLC28A3	chr9	84275457	84340758	0
NTRK2	chr9	84668375	85095751	1
AGTPBP1	chr9	85546539	85742029	0
NAA35	chr9	85941146	86025462	0
GOLM1	chr9	86026146	86100173	0
C9orf153	chr9	86220265	86259657	0
ISCA1	chr9	86264546	86283102	0
TUT7	chr9	86287733	86354454	0
GAS1	chr9	86944362	86947506	0
DAPK1	chr9	87497228	87708634	0
CTSL	chr9	87724051	87731469	0
SPATA31E1	chr9	87882877	87888903	0
SPATA31C1	chr9	87914488	87923657	0
ENSG00000283205	chr9	87956214	87956883	0
CDK20	chr9	87966441	87974753	0
SPATA31C2	chr9	88129305	88138475	0
SPIN1	chr9	88388430	88478694	0
NXNL2	chr9	88534033	88584274	0
S1PR3	chr9	88990863	89005155	0
SHC3	chr9	89005771	89178818	0
CKS2	chr9	89311195	89316703	0
SECISBP2	chr9	89318500	89359663	0
SEMA4D	chr9	89360787	89498130	0
GADD45G	chr9	89605012	89606555	0
DIRAS2	chr9	90609832	90642862	0
SYK	chr9	90801787	90898549	0
AUH	chr9	91213815	91361918	0
NFIL3	chr9	91409045	91423832	0
ROR2	chr9	91563091	91950228	0
SPTLC1	chr9	92000087	92115413	0
IARS1	chr9	92210207	92293854	0
NOL8	chr9	92297358	92325636	0
CENPP	chr9	92325953	92620529	0
OGN	chr9	92383268	92404696	0
OMD	chr9	92412380	92424471	0
ASPN	chr9	92456205	92482506	0
ECM2	chr9	92493554	92536655	0
IPPK	chr9	92613183	92670131	0
BICD2	chr9	92711363	92764833	0
ZNF484	chr9	92844182	92878038	0
FGD3	chr9	92947523	93036236	2
SUSD3	chr9	93058688	93085133	0
CARD19	chr9	93096217	93113283	0
NINJ1	chr9	93121496	93134251	0
WNK2	chr9	93184122	93320572	0
FAM120AOS	chr9	93431441	93453581	0
FAM120A	chr9	93451685	93566112	0
PHF2	chr9	93576584	93679587	0
BARX1	chr9	93951627	93955355	0
PTPDC1	chr9	94030794	94109856	0
ZNF169	chr9	94259298	94301829	0
NUTM2F	chr9	94318198	94328644	0
MFSD14B	chr9	94374569	94461042	0
FBP2	chr9	94558720	94593824	0
FBP1	chr9	94603133	94640249	0
AOPEP	chr9	94726604	95151793	0
FANCC	chr9	95099054	95426796	0
PTCH1	chr9	95442980	95517057	0
ERCC6L2	chr9	95871264	96121154	0
HSD17B3	chr9	96235306	96302176	0
ENSG00000285269	chr9	96235331	96352058	0
SLC35D2	chr9	96313444	96383711	0
ZNF367	chr9	96385941	96418370	0
HABP4	chr9	96450169	96491336	0
CDC14B	chr9	96490241	96619843	0
PRXL2C	chr9	96639577	96655317	0
ZNF510	chr9	96754553	96778129	0
ZNF782	chr9	96816269	96875623	0
NUTM2G	chr9	96928310	96940253	0
CTSV	chr9	97029677	97156556	0
CCDC180	chr9	97307304	97378751	0
TDRD7	chr9	97412096	97496125	0
TMOD1	chr9	97501180	97601743	0
TSTD2	chr9	97600080	97633368	0
NCBP1	chr9	97633668	97673748	0
XPA	chr9	97674909	97697340	0
FOXE1	chr9	97853226	97856717	0
TRMO	chr9	97904489	97922500	0
HEMGN	chr9	97926791	97944856	0
ANP32B	chr9	97983341	98015943	0
NANS	chr9	98056732	98083077	0
TRIM14	chr9	98069275	98119222	0
CORO2A	chr9	98120975	98192637	0
TBC1D2	chr9	98199011	98255649	0
GABBR2	chr9	98288109	98708935	2
ANKS6	chr9	98731329	98796965	0
GALNT12	chr9	98807670	98850081	0
COL15A1	chr9	98943179	99070792	0
TGFBR1	chr9	99104038	99154192	0
ALG2	chr9	99216425	99221942	0
SEC61B	chr9	99222064	99230615	0
NR4A3	chr9	99821855	99866891	0
STX17	chr9	99906654	99974534	0
ERP44	chr9	99979185	100099052	0
INVS	chr9	100099243	100302175	0
TEX10	chr9	100302077	100352942	0
MSANTD3	chr9	100427143	100451734	0
MSANTD3-TMEFF1	chr9	100442271	100577636	0
TMEFF1	chr9	100473149	100577636	0
CAVIN4	chr9	100578079	100588389	0
PLPPR1	chr9	101028727	101325135	0
BAAT	chr9	101354182	101385400	0
MRPL50	chr9	101387633	101398618	0
ZNF189	chr9	101398851	101410660	0
ALDOB	chr9	101420560	101449664	0
PGAP4	chr9	101473170	101533537	0
RNF20	chr9	101533853	101563344	0
GRIN3A	chr9	101569352	101738647	0
PPP3R2	chr9	101591604	101595021	0
CYLC2	chr9	102995311	103018488	0
SMC2	chr9	104094260	104141419	0
OR13F1	chr9	104504263	104505222	0
OR13C4	chr9	104526253	104527209	0
OR13C3	chr9	104535749	104536856	0
OR13C8	chr9	104569168	104570130	0
OR13C5	chr9	104598457	104599413	0
OR13C2	chr9	104604671	104605627	0
OR13C9	chr9	104617248	104618204	0
OR13D1	chr9	104694518	104695462	0
NIPSNAP3A	chr9	104747683	104760120	0
NIPSNAP3B	chr9	104764129	104777764	0
ABCA1	chr9	104781006	104928155	0
SLC44A1	chr9	105244622	105439171	0
FSD1L	chr9	105447796	105552433	0
FKTN	chr9	105558122	105653820	0
TAL2	chr9	105662457	105663124	0
TMEM38B	chr9	105694541	105776629	0
ZNF462	chr9	106863166	107013634	0
RAD23B	chr9	107283137	107332192	0
KLF4	chr9	107484852	107490482	0
ACTL7B	chr9	108854588	108855986	0
ACTL7A	chr9	108862266	108863756	0
ELP1	chr9	108866898	108934328	0
ABITRAM	chr9	108934400	108950744	0
CTNNAL1	chr9	108942569	109013522	0
TMEM245	chr9	109015135	109119947	0
FRRS1L	chr9	109130293	109167249	0
EPB41L4B	chr9	109171974	109321059	0
PTPN3	chr9	109375466	109498313	0
PALM2AKAP2	chr9	109498325	110172512	0
C9orf152	chr9	110190048	110208159	0
TXN	chr9	110243810	110256507	0
TXNDC8	chr9	110303476	110337884	0
SVEP1	chr9	110365248	110579880	0
MUSK	chr9	110668779	110806558	0
LPAR1	chr9	110873263	111038470	0
OR2K2	chr9	111327229	111330224	0
ECPAS	chr9	111360685	111484745	0
